,category,text,labels
1799,health,逾半口紅含鉛,1
1800,sports,MLB》王建民春訓首次投打練習,3
1801,health,兔寶寶添人氣總生育率回升,1
1802,edu,彩虹婚禮,0
1803,politics,普京含淚自行宣布,2
1804,politics,抗肺癌,2
1805,politics,釀組新政黨本土社團否認,2
1806,travel,合歡山》賞花路線•如何對抗高山反應,5
1807,edu,北京清華台籍教授程曜絕食抗議系方擅PO個人簡介,0
1808,travel,大鵬灣/環灣自行車道黃昏美景最動人,5
1809,sports,陳偉殷,3
1810,politics,突發狀況美商務次長延後訪台,2
1811,health,張嘴就想吐男子麻醉治爛牙,1
1812,edu,對外華語教學認證,0
1813,health,官員拒提供禽流感資料,1
1814,tech,愛瘋5登台4S降價促銷,4
1815,tech,Google董座訪北韓美國務院:時機不宜,4
1816,sports,林來瘋掀全民瘋,3
1817,edu,拚世界盃拔冠南投高中缺旅費,0
1818,tech,04月24日iPhone/iPad限時免費遊戲情報,4
1819,health,災難後不只物資援助,1
1820,tech,北韓和中國談火箭,4
1821,health,永遠都睡不飽,1
1822,health,FDA:血脂藥恐致糖尿病失憶,1
1823,tech,史上最強冠軍主機板Fatal1ty,4
1824,health,"救1植物人=救1家庭由財團法人台北市教師會主辦的「小馨藝大愛心」點燈活動,吉林國小老師曾亦苓昨",1
1825,health,每年兩會溫家寶感性說台灣,1
1826,sports,自由車環台賽,3
1827,edu,北市公立高中職明年減班或減人,0
1828,tech,頻斷線英雄聯盟電玩賽延賽,4
1829,politics,馬:美對台軍售,2
1830,politics,連勝文槍擊排除誤殺,2
1831,tech,《能力者X》5月10日正式營運,4
1832,tech,Chrome,4
1833,tech,Ubisoft公佈《火線獵殺:未來戰士》特別版獨佔內容及多人連線模式,4
1834,edu,萬名私校教師,0
1835,tech,,4
1836,edu,關懷成長基金會10年有成,0
1837,health,美牛風暴掃到,1
1838,health,大腸直腸癌死亡率高,1
1839,travel,金夏之戀花東金針花海盛開,5
1840,edu,旺宏科學獎,0
1841,travel,南投》埔里民宿打造浪漫玫瑰假期,5
1842,travel,苗栗》南庄溫泉、矮靈祭老街佐西餐,5
1843,tech,從愛知瞄準全球五大趨勢,4
1844,edu,潮中高三生吃粽,0
1845,health,回收廢塑膠容器再利用年產值近50億元,1
1846,travel,南投》見晴花園山莊帶動清境旅遊,5
1847,travel,台南》官田好風光春暖花開遊湖賞櫻,5
1848,sports,諾威茨基生涯得分史上第20,3
1849,health,砍署醫院長獎金?衛署憂找嘸人,1
1850,sports,<NBA>東霸騎士,3
1851,health,做足健身操遛狗不拉傷,1
1852,travel,花蓮吉安/蓮城蓮花園滿園葉碧花香,5
1853,politics,綠召委掛零,2
1854,politics,郝自砍預算,2
1855,edu,花式溜冰雙人舞,0
1856,tech,兩岸共同標準LED燈先行,4
1857,politics,美女立委陳瑩,2
1858,tech,大導演柯麥隆將探世界最深海溝,4
1859,politics,王燕美撩落領表,2
1860,health,失眠未必要吃安眠藥,1
1861,travel,新社》蓮園蓮味飄香.薰衣草森林找浪漫,5
1862,edu,釋憲文入題,0
1863,politics,探/小英掌聲中下台,2
1864,sports,日職高水準,3
1865,travel,南投/車埕酒莊品味芳香酒香,5
1866,edu,5年後少5.5萬人,0
1867,sports,連挨2枚失敗震撼彈哈佛小子挑戰才正要開始,3
1868,edu,104歲人瑞,0
1869,travel,場景5》樂生療養院賞最美的一面,5
1870,edu,二測國文冷笑話,0
1871,travel,嘉義》野薑花溪步道馨香撲鼻,5
1872,travel,南投花卉嘉年華18日登場豬樂園賞花,5
1873,health,《疑難雜症治癒談》失眠所苦,1
1874,health,找「性」福對男人而言可是燃眉在即的事情,1
1875,travel,遊金峰鄉到「霎時客站」歇腳,5
1876,politics,在野黨齊聲援豬農上街,2
1877,travel,苗栗/劍潭古道大眾化的觀光休閒路線,5
1878,health,外科急症-長期腹痛不理會6公分瘜肉引發腸套疊,1
1879,sports,輔大兒家系畢照秀美腿,3
1880,health,自信增運勢自然開,1
1881,travel,新竹》海八景經典行程別錯過,5
1882,travel,不容錯過記者推薦必看,5
1883,edu,高中職申請入學,0
1884,travel,鳳林萬榮從農場一路玩到飛行傘基地,5
1885,edu,民德國中14對雙胞胎,0
1886,sports,林來瘋冰淇淋惹種族爭議,3
1887,travel,新竹》泡湯溯溪看神木尖石旅遊好逍遙,5
1888,tech,《黑Online》淚眼殺神4/18究極改版全新職業「死神」及「女武神」登場,4
1889,edu,國小以下多為女老師孩子缺男性典範,0
1890,travel,桃園/沒騎過北橫別吹是鐵馬族,5
1891,edu,《基測衝刺數學科》耐心看題目,0
1892,travel,新竹/「B3」牛肉磚餅起司尬味噌,5
1893,politics,王如玄喜歡看歌仔戲、漫畫、洗溫泉,2
1894,politics,萬人8日街頭抗議,2
1895,travel,造訪全台最美麗的小站到車埕看懷舊車廂,5
1896,edu,北市兵役處九日舉辦役男入營前座談,0
1897,politics,蘇煥智:民進黨應派駐中國代表,2
1898,travel,阿公阿嬤ㄟ紅眠床,5
1899,tech,新iPad亮相,4
1900,health,鈣片+綜合維他命,1
1901,tech,聯想擠下惠普PC市佔全球第一〔編譯楊芙宜/綜合報導〕惠普連6年穩坐全球最大個人電腦,4
1902,travel,台中》遊高美濕地賞雲林莞草之美,5
1903,health,美消費團體:可樂含高劑量致癌物,1
1904,travel,同場加映/順遊小棧:119咖啡民宿,5
1905,edu,亞太青年科學家會議台灣奪冠,0
1906,edu,中正師生連署,0
1907,travel,屏東》出發狂歡到墾丁瘋春天吶喊,5
1908,travel,傳藝夏之祭23團隊大車拚,5
1909,tech,只想愛著你,4
1910,politics,歐習會少提台灣雙邊傾向維穩,2
1911,politics,孫承通手持陳情書抗議,2
1912,health,抗老無效?醫師:需深入肌膚底層作用,1
1913,politics,沾代主席之光黨員繳費踴躍,2
1914,sports,世界業餘泰拳賽台選手晉4強,3
1915,travel,南投/風災滅蟲害奧萬大楓紅再現,5
1916,sports,尼克戰公鹿復仇兼保八,3
1917,edu,產學合作被檢舉逃漏稅,0
1918,edu,全民國防教育將起跑,0
1919,politics,"內政部核准吳敦義申請赴博鰲行政院前院長吳敦義二月十七號向移民署申請赴大陸參加博鰲論談,內政部今天",2
1920,health,"三合一疫苗滿5歲打第二劑〔台北訊〕自4月起,幼童麻疹、腮腺炎.德國麻疹三合一混合疫苗",1
1921,sports,羽球》台灣好手薛軒億力克印尼球王陶菲克,3
1922,edu,六龜高中「圖資大樓」重建需八千萬元,0
1923,health,林書豪膝蓋不適,1
1924,sports,NBA/林書豪:替補表現很好...但對手表現更好!記者詹皓鈞/綜合報導尼克與小牛上次,3
1925,tech,決勝中國主場,4
1926,tech,新型寶寶椅,4
1927,health,牙醫新顯微技術抽神經更安全,1
1928,edu,問題學生你踢我撿,0
1929,tech,邀好友一起籌設魔法大軍!臉書戰略遊戲《Armies,4
1930,edu,北縣卓越學校認證,0
1931,health,塑化劑干擾內分泌,1
1932,travel,屏東》人間淨土阿塱壹古道拉繩爬山,5
1933,health,控制結核病疫情擬擴大用藥對象,1
1934,edu,童星熱!3千幼童試鏡秀才藝,0
1935,edu,南韓光復節,0
1936,health,連續假期即將到來民眾需嚴防流感腸病毒,1
1937,politics,2012大選抽籤,2
1938,travel,飯店更新早午餐菜單,5
1939,health,持續追塑毒,1
1940,sports,安東尼「鋒」頭壓過杜蘭特,3
1941,edu,馬總統出席私校退撫儲金監理會成立揭牌總統馬英九,0
1942,sports,台師大拔河賽奪冠,3
1943,health,尷尬站上戰車,1
1944,travel,宜蘭》晨露庄、星空下偶像劇取景,5
1945,health,歐盟官員:萊克多巴胺有基因毒性,1
1946,travel,南投》骷髏頭一線天九仙溪奇景,5
1947,health,長期用眼過度,1
1948,politics,抗議吳揆白癡說,2
1949,edu,范士丹回馬槍,0
1950,tech,北韓暗示:一旦被制裁,4
1951,health,《健康之鑰》天冷好發急性心肌梗塞,1
1952,edu,,0
1953,politics,總統:政務官下鄉要長期執行,2
1954,sports,新加坡挑戰賽,3
1955,politics,鄺麗貞短褲熱舞,2
1956,edu,打電話哭訴被軟禁,0
1957,sports,員工批剝削客戶高盛形象大傷,3
1958,tech,春電展閉幕,4
1959,health,團膳肉品國防部將逐批檢驗,1
1960,health,賈伯斯症候群,1
1961,travel,花現春天之美繞著全台尋芳蹤,5
1962,tech,《PaperMan》誠徵機械大軍最強終結者AI挑戰賽等你來報到,4
1963,health,有病在身,1
1964,edu,社評-賴清德困境,0
1965,travel,十大觀光小城/台灣之名源自安平,5
1966,health,過年為何總是肥肚腩?,1
1967,tech,臉書朋友出賣你?免錢App偷洩隱私個資一把抓國際中心/綜合報導一項針對臉書,4
1968,sports,夜店見世面,3
1969,health,舔臉強吻妙齡女泰籍男遭訴,1
1970,travel,兩輪騎上松柏嶺茶香伴我行,5
1971,politics,涉虐外勞,2
1972,travel,南投》旅遊達人帶您遊賞日月潭步道之美,5
1973,edu,英擬漲學費3倍大學生暴怒,0
1974,edu,指考報捷,0
1975,politics,綠委:瘦肉精恐致心臟肌肉纖維化、致癌、情緒緊張,2
1976,health,市調:上班族平均腦力60.5歲,1
1977,tech,翁大銘炒股案更四審判9月,4
1978,edu,中市府借調候用校長校方課務壓力倍增,0
1979,tech,亞山大陸上的特色物種,4
1980,edu,《全國師鐸獎停辦9年再復辦》師鐸獎表揚會,0
1981,tech,"麵麵不要辣辣:娘什麼,老街都不老街了",4
1982,travel,屏東》社頂賞毛柿林生態訪塵封的秘境,5
1983,edu,中共體制入題考生:這干台灣何事?,0
1984,edu,愛玩耍新人,0
1985,sports,熱火震撼豪小子攻守數據驟減,3
1986,edu,社會勞動人成果展,0
1987,health,腹瀉型大腸激躁症患者,1
1988,travel,新社花海2天破20萬人次「不輸花博」,5
1989,travel,金花石蒜開了邊賞花邊泡暖湯,5
1990,health,屏農業局:豬隻健康,1
1991,sports,林書豪刺激威廉斯大爆發,3
1992,edu,慈母身影》為母則強,0
1993,travel,高雄》霧裡看「西施」藤枝「花」正美,5
1994,edu,世界大學排行,0
1995,travel,宜蘭》庄腳所在大鄧伯花下喝咖啡,5
1996,tech,SteelSeries推出Sensei,4
1997,edu,煩感情煩生活,0
1998,politics,免簽國增加,2
1999,health,《秋天乾燥脫皮》加強保濕鎖住水分,1
2000,edu,石門國中考英文,0
2001,sports,HBL總決賽3日台大登場,3
2002,politics,向李婉鈺家追債,2
2003,health,衛署:民俗調理人員得辦商業登記,1
2004,edu,市教師會公布,0
2005,travel,浪漫陽明山》秘密花園隱身菁山路旁,5
2006,edu,鼓勵看職棒,0
2007,tech,德意志巴克萊上修緯創目標價,4
2008,politics,務實至上賴幸媛:綠尋兩岸新路應棄對抗思維,2
2009,edu,中生法案未過,0
2010,sports,托瑞:想見識王建民在台灣有多紅!,3
2011,politics,現在是做的時候陳,2
2012,edu,愛的傳承,0
2013,tech,Google資料處理中心彰濱線西區動土打造彰化科技大縣願景經濟部長施顏祥,4
2014,edu,台大生服務課撿垃圾學感恩,0
2015,travel,台北》走訪鶯歌登山步道遊覽風景名勝,5
2016,edu,清寒學生午餐北市補助3萬人,0
2017,politics,幫「李應元」喬病房還漏個資,2
2018,health,改善月球臉,1
2019,travel,彰化》芬園路線二/八卦山上大彰路鐵馬行,5
2020,tech,首季虧元太跌停,4
2021,sports,HBL/「死亡之組」爆冷,3
2022,sports,菜鳥高飛,3
2023,sports,林書豪8分8失誤,3
2024,health,綠民調:8成反瘦肉精美牛進口,1
2025,sports,"MLB/Manny:感謝上帝,重回球場是神的恩賜",3
2026,tech,都市抹白反光抗暖化奇招,4
2027,health,名醫誤診白挨刀,1
2028,sports,UBA/陳哲語拚了台藝大今爭冠UBA,3
2029,tech,火箭墜落,4
2030,edu,5月,0
2031,politics,嘉市議長選舉傳賄議長未到案,2
2032,health,蓮藕汁加荷葉有助消散腦內瘀血,1
2033,tech,宏碁搶先開賣Ivy,4
2034,tech,爾必達應收款華東:影響有限,4
2035,sports,MLB/Polanco不怕被賣,3
2036,travel,搭跨年列車猛男相伴迎曙光,5
2037,politics,青年就業問題,2
2038,sports,NBA明星賽/詹姆斯,3
2039,sports,安麗盃美麗開打,3
2040,politics,第七次遷移,2
2041,tech,"綠色,是創新最好的原點",4
2042,health,影音/巧立名目性別設限,1
2043,sports,NBA/尊「哈林」為領袖,3
2044,health,消化不良吃山藥蓮子肉、黃瓜拌雞絲,1
2045,sports,NBA/書豪開口說中文,3
2046,tech,創新的新力,4
2047,edu,15堂椰林必修課,0
2048,politics,劉姍姍專案說明外交部口風緊,2
2049,tech,憤怒鳥登陸與百度搜狐談合作手機遊戲「憤怒鳥」,4
2050,tech,莫斯科發明展奪獎,4
2051,politics,《立委補選/嘉義》操守、ECFA,2
2052,politics,"溝通年終慰問金曾永權:不分區立委願支持軍公教年終慰問金議題爭議不斷,國民黨秘書長曾永權今天",2
2053,travel,花毯節、農博落幕吸引183萬遊客台中國際花毯節、新社花海暨中台灣農業博覽會展延四天並於昨,5
2054,tech,2年A油近20萬公升,4
2055,health,衛生署警告國際間腸病毒疫情升高,1
2056,tech,嘻游太子遊戲平臺獲《創世仙緣》新馬地區代理權,4
2057,health,胰島素不會增加第2型糖尿病的血管事件,1
2058,politics,雷震逝世33周年,2
2059,travel,台中》武陵櫻景美得教人讚嘆,5
2060,edu,專科生末代高考4月6日報名,0
2061,edu,受傷警下半身癱瘓,0
2062,tech,二十多國媒體抵平壤,4
2063,politics,施勝郎,2
2064,sports,陳偉殷首場熱身賽,3
2065,health,購物台熱賣壯陽藥,1
2066,sports,印地安泉賽喬科維奇晉級4強,3
2067,edu,營養午餐補助縮,0
2068,politics,選前4天扁奔喪,2
2069,politics,〈獨家〉縮役期當兵爽?,2
2070,travel,宜蘭/誠信待人家訓逢春園真情招牌,5
2071,tech,Sony,4
2072,health,《活動訊息》1010403,1
2073,tech,●三大法人賣超台股22億元☆,4
2074,tech,「玩趣森林」教育保護森林重要,4
2075,tech,WiMAX整併為2業界有默契,4
2076,sports,碰上老東家建仔16日打洋基,3
2077,sports,安麗盃撞球賽-殺手甜心蔡佩真賞2對手吞蛋,3
2078,travel,花蓮雙潭單騎遊/白鮑溪生態無限豐美,5
2079,edu,國中小班費、蒸飯費後年起免收,0
2080,health,《精神不穩婦女可懷孕?》服用精神科藥,1
2081,sports,NBA/不怕駭獸戰術,3
2082,health,連搓十小時麻將,1
2083,edu,溫馨迎端陽,0
2084,politics,呂:馬傾中,2
2085,travel,台北》丹鳳山照明寺情侶最愛宗教聖地,5
2086,travel,南投/地利天主堂偶像劇取景最佳場地,5
2087,politics,宸鴻去年每股稅後盈餘46.12元,2
2088,politics,陳冲:ECFA降稅項目無明顯衝擊國內產業行政院院長陳冲今,2
2089,edu,守護幼童安全北市嚴查娃娃車,0
2090,travel,第7站》棲鳥公廁賞鳥客大驚奇,5
2091,tech,美海軍成功試射電磁軌道炮,4
2092,sports,"NBA/巴克利:尼克頂多東區第三,打不過熱火、公牛",3
2093,tech,商旅如織《神戒》開啟柏拉圖式的世界,4
2094,politics,謝長廷:綠需一套合理中國政策,2
2095,travel,波斯菊花海滿州看得到,5
2096,sports,註冊Linsanity商標本尊也申請,3
2097,sports,山貓逆襲,3
2098,politics,日本出20億買釣魚台?,2
2099,politics,陳振川談重建日官員表感謝,2
2100,travel,台北/剪刀石山.劍南山.文間山景色無冷場,5
2101,politics,回鍋主席?吳伯雄:別吃我老豆腐,2
2102,tech,北韓火箭上架發射倒數中,4
2103,travel,不景氣更要玩出入境創新高,5
2104,health,致命只需幾分鐘當心主動脈剝離,1
2105,health,白帶異常恐感染,1
2106,health,豆漿當水喝,1
2107,travel,宜蘭/阿蘭城古井湧清泉促發展觀光,5
2108,politics,假球案,2
2109,edu,二城國小豪語,0
2110,politics,蘇煥智拚黨魁,2
2111,health,腎血管肌肉脂肪瘤,1
2112,edu,教師評鑑,0
2113,travel,尖石桃花開了滿山浪漫粉紅,5
2114,politics,大台中直轄市,2
2115,edu,"北縣/永和圖書館6日辦理英文話劇演出永和市立圖書館第一次辦理英文話劇演出,於6日",0
2116,edu,揚州燈會台灣花燈登場,0
2117,politics,國安退員登陸放寬?,2
2118,politics,花蓮立委補選,2
2119,health,豬哥亮健康亮紅燈,1
2120,travel,猴硐:貓城物語/貓最感興趣的事,5
2121,tech,臺灣網路認證「TWCASSL伺服器憑證」,4
2122,edu,虎中頒234萬高額獎學金,0
2123,health,醒醒吧!停止對醫學系的迷失,1
2124,tech,英雄聯盟、AION、TERA被列網路上癮項目!諮詢師治療前須自己先成癮,4
2125,edu,智障女胎死腹中,0
2126,politics,實踐性別平等,2
2127,politics,美對台施壓?,2
2128,sports,棒球》中華成棒隊7月兵分兩路參賽,3
2129,tech,東京觀察..日本有能力攔截北韓火箭嗎?,4
2130,travel,2012高雄內門宋江陣活動,5
2131,health,女童吸吮手指,1
2132,health,護士過勞衛署:爭取人力回流,1
2133,politics,外交部:史亞平異動正常輪調,2
2134,edu,綠能產業夯,0
2135,health,蛇年如意操4招扭動健康迎新春,1
2136,tech,,4
2137,sports,和伍茲同日奪冠,3
2138,tech,Windows,4
2139,sports,NBA/板凳大爆發,3
2140,travel,山城花語溫泉季,5
2141,sports,卓溪箭筍好滋味,3
2142,sports,風中射鷹,3
2143,edu,嘉市戶政到宅服務開辦,0
2144,tech,「食,4
2145,politics,中常會漸弱化淪為雞肋?,2
2146,health,妹照顧植物人哥哥創世感謝,1
2147,health,張嘴就想吐男子麻醉治爛牙,1
2148,tech,《鬥破蒼穹》4月2日刪檔菁英測試登場,4
2149,tech,遠古小盜龍羽毛閃耀黑中帶藍,4
